0,1,2,3,4,5,6,7,8,9
            说实话hpv疫苗是没啥用的，况且假的还多呢,,                        ,        ,        ,,,,,
            问社区医院，或者省妇幼,,                        ,        ,        ,,,,,
            离香港这么近,为啥不去呢,,                        ,        ,        ,,,,
            当地社区诊所可以预约或者医院,,                        ,        ,        ,,,,,
            我是在一个朋友打完介绍给我打的 排队要等好久 她那不用排队 不过要给预约费🤦♀️,,                        ,        ,        ,,,,,
            我这可以帮忙预约，价格低,,                        ,        ,        ,,,,,
            社区医院就可以先预约,,                        ,        ,        ,,,,,
            我可以帮忙预约。,,                        ,        ,        ,,,,,
            hpv不都是高危低危吗，怎么还有中度重度一说？,,                        ,        ,        ,,,,,
            连一个懂的人都没有吗,,                        ,        ,        ,,,,,
            高危型号的感染是会病变的,,                        ,        ,        ,,,,,
            病变分为三个阶段，CIN1 CIN2CIN3,,                        ,        ,        ,,,,,
            cin有低度，中度，高度。鳞状细胞变性,,                        ,        ,        ,,,,,
            有的，hpv目前没有特效药，可以通过不断增强自身勉励去抵制，坚持锻炼身体。你可以试试姬松茸富硒蛋白,,                        ,        ,        ,,,,,
            说的是病变的中度吧，hpv只有高低危，我姐妹儿就得过这个病的，后来她用了一个叫段芝堂hpv克星治好了,,                        ,        ,        ,,,,,
            高危阳性真的能转阴吗,,                        ,        ,        ,,,,,
            高危阳性它是可以转阴的，首先要根据你感染的hpv亚型而异。结合食疗加上锻炼身体，这样的话就可以很快的转阴。真正的转阴还是需要用一些抗hpv的药品。具体的话可以咨询我。,,                        ,        ,,,,,,
            是的，我都准备去接种疫苗了，医生给开的的干扰素，让多运动，朋友推荐的欣维安姬松茸富硒蛋白，就吃了两盒，3个多月去复查，全阴！准备去接种4价疫苗预防下！,,                        ,        ,        ,,,,,
            多吃牛肉鱼肉鸡肉，补充蛋白质，然后每天早睡早起，一定要多运动，每天跑跑步做做操，我就是这样的，平时每天吃一些欣维安姬松茸，提高提高免疫力,,                        ,        ,        ,,,,,
            可以的，不过饮食得注意，我好姐妹就得过这个病的，她是用了一个叫段芝堂的治好的,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            😀,,                        ,        ,        ,,,,,
,,,,,,,,,
            定期体检还是很重要的,,                        ,        ,        ,,,,,
            一年检查一次hpv就可以,,                        ,        ,        ,,,,,
            您能加我微信吗13546394395，如果加不上可以把您的电话告诉我吗，谢谢您，救母,,                        ,        ,        ,,,,,
            诶 ，我过几天要去做宫颈癌筛查  总觉得自己已经晚期了,,,,,,,,,
            去北京协和医院之前要打电话咨询防疫情况，需要准备什么才能就医，常规的是核酸报告，胸部CT，具体以医院为准免得过去耽误时间,,                        ,        ,        ,,,,,
            协和app最多一次能挂四个号，一定要安排好自己的挂号顺序,,                        ,        ,        ,,,,,
            有什么需要了解的，可以跟帖，我看到会第一时间回复你,,                        ,        ,        ,,,,,
            协和用app挂号，提前一周挂号容易一些,,                        ,        ,        ,,,,,
            复查,1个月,3个月,一年,,                        ,        ,        ,,
            能问下大概费用多少钱么,,                        ,        ,        ,,,,,
            能问下大概治疗费用是多少么？20多两次的放化疗这个疗程,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            很多人都知道HPV非常容易感染，而且HPV是宫颈癌主要诱因，但是从HPV到宫颈癌却需要很多年，所以对HPV有所了解的人感染后都不怎么当回事，但是你知道有人会因为HPV半年后就发展到cin3吗？,无论是什么型号，感染HPV都一定要重视,关于HPV是什么？,,,,,,,
            HPV感染途径：,1、性传播，这也是zui常见的一种传染途径，与感染HPV患者直接有性接触，可能会感染HPV；,2、接触传播，如通过接触HPV病毒感染者的衣物、浴巾或其他生活用品等；,,,,,,,
            HPV易感人群具体如下：,1、HPV较常见感染途径是性行为，不同个人所携带的细jun、病毒、微生物可能不相同，因此性行为比较活跃的人比较容易感染病毒；,,,,,,,,
            感染HPV后如何应对：,1、可以补充硒元素，硒在临床上具有抗病du的作用，可以有效提升免疫力，抗氧化能力是VE的几百倍，海藻植物硒是由深海藻植物提取，属于纯.天然植物有机硒，没有异味，对人体没有毒副作用，不仅可以有效提升免疫力转阴，还可以养肝进行调节排du功能,,,,,,,,
            hpv九价疫苗现货不排队。,,我在约苗上一直约不到，但是身份证上年龄（大）快要过限制9价了。,就在拼多多上拼了一套。商家：彩虹育儿（阿里健康也有这个商家，防疫站能查到打苗地点正规）。,,,,,,
            可以找代约的呀，超级快，约上付款的，价格也还不错的,,                        ,        ,        ,,,,,
            代预约hpv九价，有需要的加本人V信：1547427347,,                        ,        ,        ,,,,,
            泰州有吗,,                        ,        ,        ,,,,,
            最好在浙江,,                        ,        ,        ,,,,,
            我可以帮忙预约的宝贝。,,                        ,        ,        ,,,,,
            排队排着吧,,                        ,        ,        ,,,,,
            我这边可以代约代抢。着急的可以安排现货,,                        ,        ,        ,,,,,
            代预约hpv九价，有需要的私聊,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            现在医生让我激光后，再用干扰素，最快多久可以好呢？,,                        ,        ,        ,,,,,
            有人和我一个型号的吗？有治好的吗,,                        ,        ,        ,,,,,
            我查出来16和6已经做锥切一个月了就等着复查转阴了。你现在用什么药的吗？,,                        ,        ,        ,,,,,
            用纯中方可以＋1458182149,,                        ,        ,        ,,,,,
            没长疣体为啥要激光,,                        ,        ,        ,,,,,
            我吃的是欣维安姬松茸富硒蛋白，我那时候是HPV52、58，那时医生说我年轻恢复的快，只要配合她的治疗很快就会转阴。给我开了干扰素和一些黑色的胶囊，配合 欣维安姬松茸富硒蛋白 一起吃提高免疫力，连续吃了三个月，去医院的时候就转阴了,,,,,,,,,
            我，16，18低级病变，用药4个月转阴的,,                        ,        ,        ,,,,,
            我，16，18低级病变，用药4个月转阴的,,                        ,        ,        ,,,,,
            hpv16的免费唾液检测做了吗？,,                        ,        ,        ,,,,,
            没病变用药半个月就可以转阴，15121049510，有案例,,                        ,        ,        ,,,,,
            我6和66 半年转阴,,                        ,        ,        ,,,,,
            我有6，五个月吧转阴了,,                        ,        ,        ,,,,,
            半年左右,,                        ,        ,        ,,,,,
            用对方法半年差不多,,                        ,        ,        ,,,,,
            有没有小姐姐用过瑞贝安的啊？？？,,                        ,        ,        ,,,,,
            我也想知道瑞贝安转阴还不好,,                        ,        ,        ,,,,,
            我刚买,,                        ,        ,        ,,,,,
            我朋友是HPV52 58，很害怕，医生说问题不大，年轻恢复快，给开了干扰素和保妇康栓，还拿了三瓶欣维安姬松茸，让连续吃三个月后复查，当时我有事去外地了，2个多月回来的时候复查发现转阴了。,,                        ,,,,,,,
            很多感染者用了干扰素以后，复发以后就不想再用了，他们推荐我直接用欣维安姬松茸富硒蛋白，能清除HPV，而且不再复发，我研究了一下，姬松茸和富硒蛋白的成分，对HPV的清除有帮助，还有针叶樱桃粉和蓝莓粉对咱们女性也很好，提高身体免疫力，根除HPV病毒，防护能力很好。,,,,,,,,,
            瑞贝安抗HPV生物蛋白凝胶针对hpv感染效果好，转阴率93%，逆转cin1。愈后使用瑞贝安活性益生菌凝胶 巩固和预防,,                        ,        ,        ,,,,,
,,,,,,,,,
            慢性宫颈炎怎么治疗？咱俩情况差不多，水样白带,,                        ,        ,        ,,,,,
            小姐姐这篇真的很励志了 叶酸哪里可以买啊,,                        ,        ,        ,,,,,
            厉害👍🏻,,                        ,        ,        ,,,,,
            我希望大家能看到我的我的文章，希望给在与hpv做斗争的姐妹一点希望。,,                        ,        ,        ,,,,,
            我能够体会hpv一直不转阴的困扰，我是花了一个下午写的文章，只是希望大家也能够尽快转阴，吃叶酸是有效果的。,,                        ,        ,        ,,,,,
            满满的正能量。好希望我也和你一样，刚刚查出来没几天感觉整个世界都是灰暗的,,                        ,        ,        ,,,,,
            接好运，姐妹们一起加油战胜phv,,                        ,        ,        ,,,,,
            小姐姐你没有检查低危吧，,,                        ,        ,        ,,,,,
            亲，能加个微信把你的饮食什么的分享一下吗？我现在的情况基本和你一样,,                        ,        ,        ,,,,,
            太棒了，我一直担心，你的这个病情中间有没有长疣体？,,                        ,        ,        ,,,,,
            贴主有时间可以回复我的私信吗？,,                        ,        ,        ,,,,,
            不知道你们有没有查HPVE6E7的，我的阳性，说是癌症，吓死了,,                        ,        ,        ,,,,,
            楼主生病期间同房一直带套么,,                        ,        ,        ,,,,,
            接好运,,                        ,        ,        ,,,,,
            🙊我是半年前去做备孕检查时发现自己感染了hpv高危病毒（51.56.66），其他项目都ok.拿到检查报告，我人蒙掉了，医生说让我去做个阴道镜，如果阴道镜做出来没事就没事。,,,,,,,,,
            hpv只要没长出疣体就会自愈，人的一生都会感染hpv，身上长的猴子都是因为hpv感染,,                        ,        ,        ,,,,,
            真羡慕你,,                        ,        ,        ,,,,,
            楼主怎么联系你？,,                        ,        ,        ,,,,,
            恭喜，好羡慕，我过几天就做阴道镜，心里很害怕，什么事情都做不好超难受，今天还有一点点月经，腰肚子都不舒服😭,,                        ,        ,        ,,,,,
            我感染了16 我自己坚持锻炼增强免疫力 用药 半年转阴 感染了也别担心 好好积极锻炼就可以转阴 而且hpv感染没有特效药,,                        ,        ,        ,,,,,
            楼主你没用任何药吗,我的是31高危阳性,我也不想用药,怕有副作用,,                        ,        ,        ,,
            前几天检查结果HPV66阳性，过两天才能去复诊，我现在好害怕。,,                        ,        ,        ,,,,,
            真好，我也HPv43型，tCt好的，希望半年后  治愈,,                        ,        ,        ,,,,,
            接转阴好运🍀,,                        ,        ,        ,,,,,
            高危52，医生开了干扰素，又吃了高吉星补硒片两盒，有时间会去跑步锻炼，3个多月就转阴了！,,                        ,        ,        ,,,,,
            中国适龄女性宫颈癌筛查覆盖率不到30%。,几乎所有宫颈癌都是由某几种人乳头瘤病毒（HPV）感染引起的！HPV是一种DNA病毒，大约80%的人一生中都会感染或接触HPV，但大多为一过性感染，只有持续多年感染HPV才会发展成宫颈癌。,,,,,,,,
            hpv疫苗哪里可以预约的到呢？,,                        ,        ,        ,,,,,
            wx:linchengjun1982 9阶三针4800元,,                        ,        ,        ,,,,,
            现在很难预约 ，我是找代抢才排上号的，你要的话我推你，排上付款,,                        ,        ,        ,,,,,
            我可以帮忙预约。,,                        ,        ,        ,,,,,
            本人24岁，宫颈癌晚期，目前在中山大学肿瘤医院治疗，有没有同病相怜的姐妹，一起来交流交流,,                        ,        ,        ,,,,,
            怎么这么严重了？是才发现的嘛……,,                        ,        ,        ,,,,,
            24咋就晚期了？ 性生活开始的早？不是说感染8/10年才会变为原位癌,,                        ,        ,        ,,,,,
            抱抱,,                        ,        ,        ,,,,,
            好好的对待每一天，活着就无憾，积极治疗！,,                        ,        ,        ,,,,,
            怎么严重，加油💪我们只能为你打气,,                        ,        ,        ,,,,,
            去年在那家医院预约过九价疫苗。现在你打算怎么治疗？,,                        ,        ,        ,,,,,
            不太可能吧！有报告？,,                        ,        ,        ,,,,,
            美女 想问下，你感染的哪个型号？是初次检查就这么严重了，还是治疗后严重的啊？  我感染了16  也好害怕,,                        ,        ,        ,,,,,
            楼主，加油，我在中山一院附属第一医院看的HPV16.低级病变累及腺体,,                        ,        ,        ,,,,,
            加油。妹妹！一定要坚强起来，我们都在,,                        ,        ,        ,,,,,
            宫颈癌什么症状我看看我,,                        ,        ,        ,,,,,
            早點好起來,,                        ,        ,        ,,,,,
            刚开始怎么没有感觉吗。怎么一下子就癌了,,                        ,        ,        ,,,,,
            抱抱，心态要好，你一定会战胜病魔的,,                        ,        ,        ,,,,,
,,,,,,,,,
            具体也可以扣389098227，一起探讨学习。,,                        ,        ,        ,,,,,
            我真的要被hpv折磨死了，去年八月份查hpv数值3.71，然后用药，今年2月份查，数值更高了2000多，做了阴道镜活检，慢性宫颈炎加挖空细胞，然后又用药，5月份查，好了3000多，为什么病毒载量越来越高，我很崩溃，我才20岁，怎么样才能转阴。,,,,,,,,,
            抵抗力差 心态差 生活作息不规律,,                        ,        ,        ,,,,,
            补充点硒元素，多吃胡萝卜，我三个月转阴,,                        ,        ,        ,,,,,
            妹子，首先心态放好，我也跟你是一样的，当初检查病毒指数高达1990，活检的报告也不好伴随低度病变，不知道你的TCT单子结果如何？活检的结果怎么样？有单子可以发我看一下，我以前也跟你一样的心态,,                        ,,,,,,,
            hpv高于1就是阳性，可用半枝莲膏，北京大学科研，一周一次3月转阴，半枝莲膏是中药。使用方便,,                        ,        ,        ,,,,,
            你的性伴也去查一查，相互传染。,,                        ,        ,        ,,,,,
            我妈妈1618高危,,                        ,        ,        ,,,,,
            问题是你感染的是哪个型号啊？,,                        ,        ,        ,,,,,
            多吃马齿菜，多锻炼，干扰素，阴道镜在查一次确认有无疣体，,,                        ,        ,        ,,,,,
            方便把检查单子发来看看吗,,                        ,        ,        ,,,,,
            禁止同房，可以通过提高免疫力自愈，要多运动，我一个朋友低度病变都转阴几年了，所以心态很重要，没那么可怕。,,                        ,        ,        ,,,,,
            调整好心态，多锻炼，提高免疫力，我高危低危都有,,                        ,        ,        ,,,,,
            提高抵抗力,,                        ,        ,        ,,,,,
            要用对药，用免疫球蛋白,,                        ,        ,        ,,,,,
            保妇康栓没有什么作用，而且会越用越糟。里面含有腐蚀性，使用会有种烧烫的感觉，越用阴道越干，分泌物会越来越黄还有种白色粘稠的东西。锻炼身体改变身体状况，还得从病灶上解决问题，我有好姐妹Hpv用了一种私护，慢慢的都改善了,,,,,,,,,
            湖北鄂州九价现货,代约费用便宜,要打的姐妹速度了,,                        ,        ,        ,,,
            联系方式？,,                        ,        ,        ,,,,,
            怎么联系,,                        ,        ,        ,,,,,
            可以告诉一下吗？我转阴也有大半年了，一直想打，谢谢了！,,                        ,        ,        ,,,,,
            只约鄂州喔 其他地方约不了,,                        ,        ,        ,,,,,
            前几天门诊来了一个身材姣好的小姑娘，一问年龄，才22岁，给她安排了检查，根据她的描述，基本可以判定是hpv感染！她说自己的下身总是莫名其妙出血，而且同房是也会比较疼，私处的小疙瘩也越来越多……,,,,,,,,,
            吃欣维安姬松茸需要多久，真的能转阴吗,,                        ,        ,        ,,,,,
            草药可以治疗,,                        ,        ,        ,,,,,
            万能的贴吧，有没有那种真的治好HPV的人，网上到处都是推销广告的人。好人有好报,,                        ,        ,        ,,,,,
            如果有请留下联系方式！谢谢,,                        ,        ,        ,,,,,
            怎么会好不了呢，提高身体抵抗力就是王道,,                        ,        ,        ,,,,,
            提高免疫力的同时，选用皮肤粘膜病毒灭活液，相信我绝对有用。hpv病毒是生存于皮肤或粘膜表皮组织的DNA病毒，不经血液传播，才会没有口服的特效药，所以使用皮肤粘膜病毒灭活液可以直接灭杀病毒，转阴率高达98.3%,,,,,,,,,
            看医生，早睡,,                        ,        ,        ,,,,,
            多锻炼身体，提高免疫力慢慢就好了,,                        ,        ,        ,,,,,
            那你一共花了多少钱了,,                        ,        ,        ,,,,,
            我好了，用了八个月的艾宁卡波姆！坚持锻炼，还吃了一瓶蜂皇浆，蛋白粉吃了几罐！按时休息！,,                        ,        ,        ,,,,,
            想请问一下楼主，您性生活后多久发现湿疣啊？想问一下潜伏期多久？望回复，谢谢,,                        ,        ,        ,,,,,
            我知道一个人，但是我也不晓得他行不行，朋友圈整的很真，我去三甲医院治疗的,,                        ,        ,        ,,,,,
            HPV分种类的，看你是高危型还是低危型，总之还是去正规大医院看看最靠谱，避开各种莆田医院。,,                        ,        ,        ,,,,,
            得看你是属于一次性过的感染！感染时间不超过一年！年龄30岁以下。吃点提高免疫力的产品。加强锻炼。有百分之70机会不药自愈。感染时长超过一年！提高免疫力就没什么作用了，必须药物干预治疗。臭氧保护地球了地球所有生物亿万年。可杀灭任何病毒细菌！,,,,,,,,,
            真的有治好的,,                        ,        ,        ,,,,,
            有，三个月不转阴送10~20万宫颈癌保险一份。+lebao7007,,                        ,        ,        ,,,,,
            激光，我三年前有的，最近查阴了，也不知道HPV准不准,,                        ,        ,        ,,,,,
            TCT有一定的漏诊率！而且很高，大家做检查不要看见TCT提示未见上表皮病变就放心了觉得不用查了，TCT只是一个初步筛查，是病变还是炎症最终还是以活检结果为准！所以大家一定要记得 如果有必要直接跟医生提出活检。,,,,,,,,,
            这是真的,,                        ,        ,        ,,,,,
            那不是每个阳性的都要活检,,                        ,        ,        ,,,,,
            活检害人害已。,,                        ,        ,        ,,,,,
            阴道镜有没有漏诊，我突然有点慌,,,,,,,,,
            我去医院查出来16会后  三甲  没有开TCT 直接阴道镜 活检了。,,                        ,        ,        ,,,,,
            啊？我hpv高危阴性，tct显示有炎症要不要做个阴道镜活检啊？,,                        ,        ,        ,,,,,
            我也是,tct正常检查三个高危要不要活检啊,,                        ,        ,        ,,,,
            对呀 我就是tct正常 hpv阳性 结果阴道镜都cin2了,,                        ,        ,        ,,,,,
            我和11楼是一样的,,                        ,        ,        ,,,,,
            楼主帮忙看看，医生没让用药，只说回去锻炼身体，半年复查，我想是不是用点药好的快点？,,,,,,,,,
            这个不是阳性就需要活检的,,                        ,        ,        ,,,,,
            为什么我的hpv全阴 tct还高级别病变呢 吓得我赶紧做活检 结果是鳞状上皮增生没有病变,,                        ,        ,        ,,,,,
            楼主，加个微信吧，建个群供病友们讨论一下,,                        ,        ,        ,,,,,
            楼主，我的16.18是不是得查活检？,,                        ,        ,        ,,,,,
"            hpv五项高危18，39，45，59,68，漫漫长路，祝我好运",,,,,,,,,
            本是准备备孕的年纪了，先查出来双侧巧囊，医生告知，早点怀孕，后体检出hpv阳性，明天做白带检查和阴道镜，让我愉快的面对吧，一切都会好的，加油，这篇就是我的树洞，我将把整个治疗过程写在这里。,,                        ,,,,,,,
            你的是什么型号呢,,                        ,        ,        ,,,,,
            你还年轻，一定可以转阴的！加油！,,                        ,        ,        ,,,,,
            今天着急忙慌的想做检查，无奈月经没干净，所以先回家休息了,,                        ,        ,        ,,,,,
            我感觉我会瘦，身高161体重56.2，本来就准备减肥来着，晚上去健身房，报个一年班,,                        ,        ,        ,,,,,
            一夜没睡好，体重55.1，,,                        ,        ,        ,,,,,
            我跟你遭遇类似，可以一起探讨一下,,                        ,        ,        ,,,,,
            我是58阳，妹子你活检了吗,,                        ,        ,        ,,,,,
            晚上健身房1个半小时，泡脚，面膜，相当养生的生活方式了，老公都没见过面了,,                        ,        ,        ,,,,,
            睡觉睡觉了，感觉心态已经恢复了,,                        ,        ,        ,,,,,
            声明：我帖子里的广告，请不要回复了。hpv两天内，我已经大概了解了，我等进一步检查，在遵医嘱用药，该怎样怎样，你们的产品一概不回复了，谢谢,,                        ,        ,        ,,,,,
            我也有39,,                        ,        ,        ,,,,,
            和你一样大。只不过你的心态挺好的哟,,                        ,        ,        ,,,,,
            18型最好做一个阴道镜，应该没问题的,,                        ,        ,        ,,,,,
            成都九价疫苗有什么预约技巧吗，抢都抢不到,,                        ,        ,        ,,,,,
            我这能打,,                        ,        ,        ,,,,,
            看我主页加微信,,                        ,        ,        ,,,,,
            可以帮忙。,,                        ,        ,        ,,,,,
            我19号在佛山打的，可以推你,,                        ,        ,        ,,,,,
            全国九价代约代抢，现货预约。另招代理！,,                        ,        ,        ,,,,,
            我上个月现场约的，这个月11号打了第一针了，疫苗蘩卫生院,,                        ,        ,        ,,,,,
,,,,,,,,,
            HPV病毒是什么,,,,,,,,,
"            16阳性。cin3,怎么办",,,,,,,,,
            来吧,,                        ,        ,        ,,,,,
            医生您好 感染了hpv还可以打疫苗吗还是要等待转阴,,                        ,        ,        ,,,,,
            您好，HPV12种低危感染好像以前是52感染您觉得干扰素好还是你说的半芝好那个网上可以买到吗多少钱呢？,,                        ,        ,        ,,,,,
            ,,                        ,        ,        ,,,,,
            多少钱？,,                        ,        ,        ,,,,,
            费用多少。你微信加不上,,                        ,        ,        ,,,,,
            多少钱呢,,                        ,        ,        ,,,,,
            这周名额有限哦,,                        ,        ,        ,,,,,
            多少？,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            费用多少呢？,,,,,,,,,
            ,,,,,,,,,
            真实可约,,                        ,        ,        ,,,,,
            全国均有三甲医院 都可约 健康 从关爱自己开始,,                        ,        ,        ,,,,,
            🉑️,,                        ,        ,        ,,,,,
            求私,,                        ,        ,        ,,,,,
            来私,,                        ,        ,        ,,,,,
            hpv好了，3年前来这里，我害怕，许愿好了的时候回来看看，终于到了这一天，这一天这一天，真的，服了，谢谢老天,,                        ,        ,        ,,,,,
            我前几天去检查也好了。,,                        ,        ,        ,,,,,
            同喜,,                        ,        ,        ,,,,,
            我是HPV感染hpv16，看到很多人说HPV提高免疫力对转阴有帮助，有什么是能提高HPV免疫力的吗,,                        ,        ,        ,,,,,
            对转阴提高免疫力有帮助,,                        ,        ,        ,,,,,
"            多吃点高蛋白的食物，多吃水果蔬菜，也可以吃点硒片，多运动，增强身体的抵抗力能清除hpv病毒,对转阴有好处",,                        ,        ,        ,,,,,
            必须按时睡觉，开朗，锻炼,,                        ,        ,        ,,,,,
            ,,                        ,        ,        ,,,,,
            有呀，你需要吗,,                        ,        ,        ,,,,,
            刚查的,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            我也想问，我上海的，不知道靠不靠谱,,                        ,        ,        ,,,,,
            在你问的时候，你已经知道不靠谱了,,                        ,        ,        ,,,,,
            靠谱,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            人体像一台复杂的机器，每天进行正常的生命活动，离不开身体各个器官的支持。不过，它们需要我们的精心呵护，才能延长寿命，陪伴我们看细水长流。,例如，眼睛是我们心灵的窗户，但是现在电子产品盛行，很多人眼睛会出现干涩等情况，就需要：,●多眨眨眼睛,,,,,,,
            大脑一喜勤快、厌懒惰,看书、打麻将、玩牌、下棋等，都可以锻炼大脑，不过要适度玩哦,脖子一喜苗条，厌粗短,男性颈围不到39厘米，女性颈围不到35厘米的人比较健康。后颈部有赘肉的朋友特别要注意。,鼻子一喜温暖，厌寒冷,,,,,
            肺脏一喜干净，厌污染,远离烟草、少在车多的地方走路、雾霾天外出戴上口罩、做饭的时候开启抽油烟机，在多雾霾的天气，多吃一些清肺的如猪血等等。,❤️心脏一喜安稳，厌愤怒,心态好、脾气好，可以舒缓压力、提高血管弹性、改善动脉硬化。,,,,,,
            肝脏一喜绿菜，厌毒物,肝脏最喜欢的是深色或绿色的食物比如西兰花、菠菜、空心菜、荠菜、包菜、海藻、青苹果等。吃y的朋友日常要多吃，比很多名贵的清肝y都好很多。,肾脏一喜水分，厌咸盐,●每 天应保.证喝水1500~2000毫升，相当于3~4瓶纯净水的量,,,,,,
            双脚一喜保暖，厌受冷,●每晚用热水泡泡脚,●天冷的时候穿一双纯棉袜子，要包到脚踝以上哦,,,,,,,
            HR-HPV的类型众多，不同类型HR-HPV在疾病成因中的影响因素也不同，浙江省肿瘤医院开展过一项调查，分析了2008-2013年间入院就诊的5410例ICC或CIN患者的宫颈细胞标本。,下面是这场调查的数据：（点击查看大图）,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            欢迎私信问诊,HPV感染就是宫颈癌了吗？相信许许多多的人有这个疑问，今天就来就大家讲解一下两者的关系。,宫颈癌是危及女性生命以及生活质量的主要恶性肿瘤之一，在发展中国家，发病率和死亡率在女性所有肿瘤中居第二位，仅次于乳腺癌。,,,,,,,
            欢迎私信,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            欢迎私信问诊,,什么是HPV呢？,HPV全称为human papilloma virus，即人乳头瘤病毒，是一种嗜黏膜和皮肤等上皮组织的双链环状DNA病毒。HPV是个大家族，现在已分离出130多种。,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            来了,,                        ,        ,        ,,,,,
            欢迎私信,,                        ,        ,        ,,,,,
            来了,,                        ,        ,        ,,,,,
            来了,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            ,,,,,,,,,
            后台收到过不少这样的私信，很多朋友都会问：医生，我这种情况是不是感染hpv了呢？我哪儿哪儿不舒服，不会是感染hpv了吧，我很理解大家的恐慌的不安，但是，如果仅凭出现的一些zheng状，就来判断，也有些不严谨！,, ,,,,,,,
            十五天就打上的应该没有比我更快的了吧,,,,,,,,,
            求渠道,,                        ,        ,        ,,,,,
            加油,,                        ,        ,        ,,,,,
            请问在哪个社区打的呢？谢谢了,,                        ,        ,        ,,,,,
            亲 怎么约,,                        ,        ,        ,,,,,
            怎么收费,,                        ,        ,        ,,,,,
            hpv到底是个什么，为什么这么容易感染,,                        ,        ,        ,,,,,
            查出来hpv高危阳性，医生说提高免疫力清楚病毒，可以转阴，朋友推荐吃硒优素，高危的要多久才能好呢,,                        ,        ,        ,,,,,
